return_id,order_id,product_id,return_date,return_reason,returned_quantity,refund_amount
RET901094,ORD516018,PROD1224,2024-08-13,Wrong Item Shipped,1,256.54
RET901095,ORD516018,PROD1170,2024-07-31,Not Specified,1,143.39
RET901096,ORD516020,PROD1001,2024-07-28,Not as Described,1,85.62
RET901097,ORD516040,PROD1229,2024-08-13,Better Price Found,1,144.38
RET901098,ORD516047,PROD1008,2024-07-28,Changed Mind,1,150.9
RET901099,ORD516049,PROD1207,2024-07-31,Size/Fit Issue,1,31.62
RET901100,ORD516055,PROD1258,2024-08-17,Defective/Damaged,1,128.51
RET901101,ORD516058,PROD1046,2024-08-01,Not as Described,1,93.34
RET901102,ORD516062,PROD1134,2024-08-09,Wrong Item Shipped,1,45.21
RET901103,ORD516088,PROD1031,2024-08-08,Wrong Item Shipped,1,61.68
RET901104,ORD516105,PROD1049,2024-08-02,No Longer Needed,1,54.38
RET901105,ORD516108,PROD1243,2024-07-29,Better Price Found,1,235.5
RET901106,ORD516165,PROD1071,2024-08-01,Changed Mind,1,166.35
RET901107,ORD516166,PROD1012,2024-08-25,No Longer Needed,1,197.88
RET901108,ORD516194,PROD1169,2024-08-18,Size/Fit Issue,1,285.61
RET901109,ORD516202,PROD1004,2024-08-25,Better Price Found,1,56.57
RET901110,ORD516210,PROD1001,2024-08-05,Defective/Damaged,1,89.0
RET901111,ORD516228,PROD1070,2024-08-20,Better Price Found,1,87.92
RET901112,ORD516232,PROD1080,2024-08-28,Better Price Found,1,84.99
RET901113,ORD516240,PROD1230,2024-08-08,No Longer Needed,3,415.05
RET901114,ORD516247,PROD1190,2024-08-06,Better Price Found,1,157.61
RET901115,ORD516251,PROD1259,2024-08-28,Not as Described,1,77.67
RET901116,ORD516255,PROD1031,2024-08-26,Changed Mind,1,61.68
RET901117,ORD516296,PROD1058,2024-08-10,Defective/Damaged,1,61.33
RET901118,ORD516303,PROD1229,2024-08-14,Defective/Damaged,1,152.56
RET901119,ORD516335,PROD1018,2024-08-05,Defective/Damaged,1,286.49
RET901120,ORD516343,PROD1082,2024-08-08,Changed Mind,2,413.68
RET901121,ORD516343,PROD1080,2024-08-14,Better Price Found,3,254.97
RET901122,ORD516371,PROD1234,2024-08-11,Better Price Found,1,273.87
RET901123,ORD516379,PROD1218,2024-08-19,Wrong Item Shipped,1,89.62
RET901124,ORD516384,PROD1235,2024-09-01,Size/Fit Issue,1,55.34
RET901125,ORD516388,PROD1258,2024-08-29,No Longer Needed,1,119.51
RET901126,ORD516395,PROD1214,2024-08-27,Better Price Found,1,132.49
RET901127,ORD516413,PROD1217,2024-08-15,Better Price Found,1,43.44
RET901128,ORD516429,PROD1022,2024-08-15,Not as Described,1,29.86
RET901129,ORD516441,PROD1190,2024-08-14,Changed Mind,1,157.61
RET901130,ORD516453,PROD1173,2024-08-24,Wrong Item Shipped,1,15.94
RET901131,ORD516455,PROD1037,2024-08-13,Defective/Damaged,2,243.46
RET901132,ORD516489,PROD1107,2024-08-10,Wrong Item Shipped,1,132.2
RET901133,ORD516546,PROD1184,2024-08-30,Defective/Damaged,1,13.99
RET901134,ORD516577,PROD1059,2024-09-07,Better Price Found,1,38.65
RET901135,ORD516596,PROD1176,2024-08-17,Size/Fit Issue,1,128.33
RET901136,ORD516596,PROD1159,2024-08-16,Changed Mind,1,12.36
RET901137,ORD516602,PROD1196,2024-08-14,Not as Described,2,32.42
RET901138,ORD516623,PROD1054,2024-08-20,Not as Described,1,11.68
RET901139,ORD516639,PROD1001,2024-08-14,Better Price Found,1,89.0
RET901140,ORD516657,PROD1258,2024-08-22,No Longer Needed,1,128.51
RET901141,ORD516678,PROD1163,2024-08-31,Wrong Item Shipped,1,162.26
RET901142,ORD516678,PROD1019,2024-08-31,Not as Described,1,132.53
RET901143,ORD516720,PROD1107,2024-09-06,Better Price Found,1,101.53
RET901144,ORD516720,PROD1003,2024-08-26,No Longer Needed,1,66.04
RET901145,ORD516754,PROD1258,2024-08-27,Wrong Item Shipped,1,128.51
RET901146,ORD516770,PROD1020,2024-09-10,Wrong Item Shipped,1,70.97
RET901147,ORD516772,PROD1152,2024-08-27,Better Price Found,1,86.17
RET901148,ORD516781,PROD1177,2024-09-12,Better Price Found,1,311.52
RET901149,ORD516826,PROD1190,2024-08-28,Better Price Found,2,315.22
RET901150,ORD516833,PROD1029,2024-09-10,Better Price Found,1,64.24
RET901151,ORD516833,PROD1232,2024-09-04,Wrong Item Shipped,1,26.36
RET901152,ORD516851,PROD1165,2024-08-29,Not Specified,2,133.82
RET901153,ORD516852,PROD1179,2024-08-22,Wrong Item Shipped,1,185.55
RET901154,ORD516861,PROD1001,2024-09-09,Defective/Damaged,1,89.0
RET901155,ORD516863,PROD1001,2024-09-11,Size/Fit Issue,1,89.0
RET901156,ORD516877,PROD1175,2024-09-14,Changed Mind,1,122.04
RET901157,ORD516906,PROD1088,2024-09-14,Defective/Damaged,1,74.28
RET901158,ORD516907,PROD1107,2024-09-14,Not Specified,1,132.2
RET901159,ORD516922,PROD1069,2024-09-02,Not as Described,1,30.25
RET901160,ORD516927,PROD1148,2024-09-08,Wrong Item Shipped,1,52.95
RET901161,ORD516928,PROD1120,2024-08-27,No Longer Needed,1,18.29
RET901162,ORD516941,PROD1001,2024-09-01,No Longer Needed,1,89.0
RET901163,ORD516942,PROD1218,2024-09-04,Not as Described,1,89.62
RET901164,ORD516975,PROD1163,2024-08-28,No Longer Needed,1,162.26
RET901165,ORD516990,PROD1245,2024-09-14,Defective/Damaged,1,39.81
RET901166,ORD517025,PROD1016,2024-09-03,Wrong Item Shipped,1,12.93
RET901167,ORD517058,PROD1201,2024-08-30,Defective/Damaged,3,253.14
RET901168,ORD517074,PROD1030,2024-09-06,No Longer Needed,1,60.2
RET901169,ORD517082,PROD1239,2024-09-09,Size/Fit Issue,1,29.99
RET901170,ORD517103,PROD1025,2024-09-17,Defective/Damaged,1,228.16
RET901171,ORD517106,PROD1079,2024-09-02,No Longer Needed,1,178.46
RET901172,ORD517111,PROD1255,2024-09-15,Not as Described,2,260.38
RET901173,ORD517111,PROD1102,2024-09-18,Wrong Item Shipped,1,204.96
RET901174,ORD517131,PROD1205,2024-09-13,No Longer Needed,1,138.63
RET901175,ORD517145,PROD1160,2024-09-05,Defective/Damaged,1,64.71
RET901176,ORD517149,PROD1090,2024-09-25,Better Price Found,1,149.74
RET901177,ORD517156,PROD1176,2024-09-22,Not as Described,1,105.27
RET901178,ORD517176,PROD1245,2024-09-22,Wrong Item Shipped,1,30.81
RET901179,ORD517182,PROD1258,2024-09-18,Defective/Damaged,1,128.51
RET901180,ORD517184,PROD1087,2024-09-11,Not as Described,1,150.99
RET901181,ORD517184,PROD1069,2024-09-12,Better Price Found,1,30.25
RET901182,ORD517210,PROD1224,2024-09-14,Not as Described,1,256.54
RET901183,ORD517213,PROD1050,2024-09-04,Changed Mind,1,159.48
RET901184,ORD517215,PROD1230,2024-09-20,Not as Described,1,138.35
RET901185,ORD517223,PROD1239,2024-09-18,Size/Fit Issue,1,29.99
RET901186,ORD517234,PROD1012,2024-09-24,Better Price Found,1,214.85
RET901187,ORD517241,PROD1087,2024-09-26,Size/Fit Issue,1,142.23
RET901188,ORD517281,PROD1065,2024-09-28,No Longer Needed,1,52.74
RET901189,ORD517308,PROD1075,2024-09-06,Changed Mind,1,60.21
RET901190,ORD517312,PROD1055,2024-09-29,Changed Mind,1,71.81
RET901191,ORD517327,PROD1234,2024-09-28,No Longer Needed,2,547.74
RET901192,ORD517387,PROD1165,2024-09-28,Size/Fit Issue,1,66.91
RET901193,ORD517404,PROD1107,2024-09-13,Wrong Item Shipped,1,132.2
RET901194,ORD517404,PROD1206,2024-09-24,No Longer Needed,1,159.99
RET901195,ORD517432,PROD1071,2024-10-01,Not Specified,1,166.35
RET901196,ORD517447,PROD1001,2024-09-24,Wrong Item Shipped,2,178.0
RET901197,ORD517454,PROD1171,2024-10-04,Changed Mind,1,145.08
RET901198,ORD517475,PROD1177,2024-09-22,No Longer Needed,1,324.5
RET901199,ORD517498,PROD1186,2024-09-24,Changed Mind,1,88.95
RET901200,ORD517507,PROD1258,2024-10-03,Size/Fit Issue,1,119.51
RET901201,ORD517515,PROD1050,2024-09-30,Not as Described,1,159.48
RET901202,ORD517523,PROD1015,2024-10-05,No Longer Needed,1,112.38
RET901203,ORD517559,PROD1031,2024-09-14,Wrong Item Shipped,1,61.68
RET901204,ORD517559,PROD1249,2024-10-06,Size/Fit Issue,1,79.75
RET901205,ORD517559,PROD1003,2024-10-06,Wrong Item Shipped,1,88.29
RET901206,ORD517585,PROD1001,2024-09-24,Changed Mind,1,69.6
RET901207,ORD517620,PROD1203,2024-09-26,Better Price Found,1,111.22
RET901208,ORD517629,PROD1151,2024-10-12,No Longer Needed,1,43.76
RET901209,ORD517678,PROD1224,2024-09-20,Better Price Found,1,256.54
RET901210,ORD517694,PROD1147,2024-10-12,Wrong Item Shipped,1,56.65
RET901211,ORD517699,PROD1119,2024-10-09,Wrong Item Shipped,1,115.39
RET901212,ORD517702,PROD1020,2024-09-18,Wrong Item Shipped,1,70.97
RET901213,ORD517707,PROD1159,2024-10-08,Wrong Item Shipped,1,12.52
RET901214,ORD517722,PROD1113,2024-09-18,Defective/Damaged,1,59.98
RET901215,ORD517725,PROD1001,2024-10-08,No Longer Needed,1,89.0
RET901216,ORD517726,PROD1253,2024-10-04,No Longer Needed,1,36.57
RET901217,ORD517731,PROD1063,2024-10-05,Better Price Found,1,84.65
RET901218,ORD517743,PROD1167,2024-10-07,Changed Mind,1,16.48
RET901219,ORD517766,PROD1207,2024-10-09,Wrong Item Shipped,1,31.62
RET901220,ORD517803,PROD1191,2024-09-21,Not as Described,1,42.59
RET901221,ORD517841,PROD1186,2024-10-11,No Longer Needed,1,88.95
RET901222,ORD517843,PROD1001,2024-10-11,Defective/Damaged,1,89.0
RET901223,ORD517862,PROD1185,2024-10-19,Defective/Damaged,1,117.8
RET901224,ORD517886,PROD1031,2024-10-16,Wrong Item Shipped,1,61.68
RET901225,ORD517920,PROD1248,2024-10-05,Defective/Damaged,1,315.49
RET901226,ORD517929,PROD1126,2024-10-05,Better Price Found,1,212.95
RET901227,ORD517931,PROD1000,2024-10-18,No Longer Needed,1,54.6
RET901228,ORD517951,PROD1152,2024-10-15,No Longer Needed,1,86.17
RET901229,ORD517951,PROD1159,2024-10-03,Defective/Damaged,1,12.52
RET901230,ORD517960,PROD1012,2024-10-08,Defective/Damaged,3,644.55
RET901231,ORD517965,PROD1003,2024-10-02,Defective/Damaged,1,88.29
RET901232,ORD517980,PROD1020,2024-10-23,Changed Mind,1,54.29
RET901233,ORD518001,PROD1001,2024-10-22,No Longer Needed,1,89.0
RET901234,ORD518041,PROD1172,2024-10-24,No Longer Needed,1,194.2
RET901235,ORD518053,PROD1134,2024-10-17,Size/Fit Issue,1,45.21
RET901236,ORD518062,PROD1080,2024-10-01,Not as Described,1,84.99
RET901237,ORD518063,PROD1160,2024-10-13,Changed Mind,1,49.37
RET901238,ORD518075,PROD1015,2024-10-06,Wrong Item Shipped,1,118.79
RET901239,ORD518122,PROD1057,2024-10-07,Not as Described,1,47.42
RET901240,ORD518132,PROD1155,2024-10-27,Better Price Found,1,78.32
RET901241,ORD518141,PROD1124,2024-10-14,Wrong Item Shipped,1,46.51
RET901242,ORD518155,PROD1094,2024-10-19,No Longer Needed,1,19.08
RET901243,ORD518172,PROD1031,2024-10-29,Not as Described,1,56.5
RET901244,ORD518173,PROD1115,2024-10-28,Size/Fit Issue,1,126.42
RET901245,ORD518178,PROD1079,2024-10-24,Not Specified,1,207.51
RET901246,ORD518189,PROD1001,2024-10-24,Size/Fit Issue,1,89.0
RET901247,ORD518224,PROD1001,2024-10-12,Wrong Item Shipped,1,87.84
RET901248,ORD518246,PROD1184,2024-10-08,Not as Described,1,16.83
RET901249,ORD518251,PROD1258,2024-10-25,No Longer Needed,1,128.51
RET901250,ORD518253,PROD1001,2024-10-15,Size/Fit Issue,1,89.0
RET901251,ORD518288,PROD1099,2024-10-25,Size/Fit Issue,1,86.14
RET901252,ORD518315,PROD1012,2024-10-14,Better Price Found,1,214.85
RET901253,ORD518326,PROD1247,2024-10-24,Wrong Item Shipped,1,264.86
RET901254,ORD518345,PROD1152,2024-10-11,Size/Fit Issue,1,86.17
RET901255,ORD518377,PROD1024,2024-10-22,Better Price Found,1,160.73
RET901256,ORD518384,PROD1152,2024-10-31,Size/Fit Issue,1,86.17
RET901257,ORD518386,PROD1177,2024-10-11,Better Price Found,1,324.5
RET901258,ORD518411,PROD1147,2024-10-31,Wrong Item Shipped,1,56.65
RET901259,ORD518438,PROD1167,2024-10-28,Not as Described,3,49.44
RET901260,ORD518456,PROD1252,2024-10-21,Size/Fit Issue,1,21.0
RET901261,ORD518460,PROD1106,2024-11-02,Not as Described,1,57.68
RET901262,ORD518493,PROD1158,2024-10-30,Size/Fit Issue,1,53.08
RET901263,ORD518555,PROD1230,2024-11-09,Size/Fit Issue,1,138.35
RET901264,ORD518571,PROD1123,2024-10-26,Wrong Item Shipped,1,77.79
RET901265,ORD518588,PROD1258,2024-10-26,Size/Fit Issue,1,128.51
RET901266,ORD518602,PROD1055,2024-10-21,Better Price Found,1,71.81
RET901267,ORD518623,PROD1137,2024-10-30,No Longer Needed,1,111.78
RET901268,ORD518669,PROD1234,2024-11-16,Defective/Damaged,1,273.87
RET901269,ORD518670,PROD1124,2024-11-16,Defective/Damaged,1,46.51
RET901270,ORD518676,PROD1068,2024-11-03,Better Price Found,1,72.86
RET901271,ORD518695,PROD1057,2024-11-18,Not Specified,1,47.42
RET901272,ORD518703,PROD1237,2024-10-29,Size/Fit Issue,1,190.21
RET901273,ORD518716,PROD1255,2024-10-30,Size/Fit Issue,1,130.19
RET901274,ORD518728,PROD1055,2024-11-19,Size/Fit Issue,1,71.81
RET901275,ORD518735,PROD1111,2024-11-02,Defective/Damaged,1,212.9
RET901276,ORD518737,PROD1073,2024-10-27,Size/Fit Issue,1,13.14
RET901277,ORD518740,PROD1165,2024-11-05,Wrong Item Shipped,1,60.49
RET901278,ORD518769,PROD1186,2024-11-03,Defective/Damaged,1,88.95
RET901279,ORD518780,PROD1143,2024-11-19,Defective/Damaged,1,78.25
RET901280,ORD518787,PROD1147,2024-11-08,Size/Fit Issue,1,56.65
RET901281,ORD518806,PROD1207,2024-11-06,Size/Fit Issue,2,63.24
RET901282,ORD518827,PROD1114,2024-11-01,Not as Described,1,287.03
RET901283,ORD518833,PROD1071,2024-11-02,Changed Mind,1,166.35
RET901284,ORD518863,PROD1259,2024-11-14,Wrong Item Shipped,3,233.01
RET901285,ORD518874,PROD1175,2024-11-06,Better Price Found,1,122.04
RET901286,ORD518902,PROD1001,2024-11-26,Better Price Found,1,89.0
RET901287,ORD518904,PROD1258,2024-11-24,Changed Mind,1,128.51
RET901288,ORD518911,PROD1018,2024-11-17,Changed Mind,1,286.49
RET901289,ORD518921,PROD1127,2024-11-20,Not as Described,1,60.63
RET901290,ORD518927,PROD1103,2024-11-19,Defective/Damaged,1,168.41
RET901291,ORD518956,PROD1179,2024-11-19,Defective/Damaged,1,154.75
RET901292,ORD518956,PROD1230,2024-11-03,Size/Fit Issue,1,113.72
RET901293,ORD519001,PROD1245,2024-11-11,Wrong Item Shipped,1,36.51
RET901294,ORD519014,PROD1155,2024-11-30,Not as Described,1,78.32
RET901295,ORD519046,PROD1004,2024-11-14,Better Price Found,1,58.14
RET901296,ORD519090,PROD1255,2024-11-10,Defective/Damaged,1,130.19
RET901297,ORD519104,PROD1126,2024-11-11,Better Price Found,1,212.95
RET901298,ORD519139,PROD1123,2024-11-14,Wrong Item Shipped,2,155.58
RET901299,ORD519157,PROD1028,2024-11-21,Not as Described,1,126.14
RET901300,ORD519167,PROD1020,2024-12-05,Changed Mind,1,69.48
RET901301,ORD519174,PROD1207,2024-12-04,Defective/Damaged,1,31.62
RET901302,ORD519184,PROD1127,2024-11-13,Defective/Damaged,1,47.9
RET901303,ORD519213,PROD1205,2024-11-26,Changed Mind,1,138.63
RET901304,ORD519235,PROD1175,2024-12-07,No Longer Needed,1,122.04
RET901305,ORD519250,PROD1196,2024-12-03,Changed Mind,1,15.51
RET901306,ORD519256,PROD1087,2024-11-14,No Longer Needed,3,452.97
RET901307,ORD519259,PROD1187,2024-11-18,No Longer Needed,1,20.0
RET901308,ORD519275,PROD1094,2024-11-24,Changed Mind,1,19.08
RET901309,ORD519288,PROD1094,2024-12-09,Size/Fit Issue,1,19.08
RET901310,ORD519296,PROD1026,2024-11-19,No Longer Needed,1,23.52
RET901311,ORD519303,PROD1245,2024-12-04,Not as Described,1,39.81
RET901312,ORD519336,PROD1258,2024-11-24,Better Price Found,1,128.51
RET901313,ORD519346,PROD1194,2024-11-15,Not as Described,2,314.0
RET901314,ORD519350,PROD1031,2024-12-09,No Longer Needed,1,53.66
RET901315,ORD519354,PROD1087,2024-11-26,No Longer Needed,1,150.99
RET901316,ORD519363,PROD1258,2024-12-09,Wrong Item Shipped,1,128.51
RET901317,ORD519371,PROD1219,2024-11-22,Wrong Item Shipped,1,68.14
RET901318,ORD519396,PROD1158,2024-12-02,Not as Described,3,159.24
RET901319,ORD519413,PROD1239,2024-12-07,Changed Mind,1,29.99
RET901320,ORD519429,PROD1179,2024-11-18,No Longer Needed,2,290.57
RET901321,ORD519437,PROD1012,2024-12-13,Defective/Damaged,1,214.85
RET901322,ORD519457,PROD1198,2024-12-05,Better Price Found,1,109.12
RET901323,ORD519461,PROD1249,2024-12-10,Changed Mind,1,69.06
RET901324,ORD519468,PROD1224,2024-11-22,Not as Described,1,256.54
RET901325,ORD519470,PROD1012,2024-11-25,Changed Mind,1,214.85
RET901326,ORD519483,PROD1050,2024-12-11,No Longer Needed,1,159.48
RET901327,ORD519485,PROD1001,2024-11-29,Defective/Damaged,1,70.13
RET901328,ORD519494,PROD1164,2024-12-13,Defective/Damaged,1,100.79
RET901329,ORD519496,PROD1107,2024-12-16,Changed Mind,1,132.2
RET901330,ORD519498,PROD1245,2024-11-24,Size/Fit Issue,1,38.97
RET901331,ORD519519,PROD1155,2024-11-25,Defective/Damaged,1,78.32
RET901332,ORD519524,PROD1191,2024-12-07,No Longer Needed,1,42.59
RET901333,ORD519564,PROD1246,2024-12-06,Not as Described,3,373.12
RET901334,ORD519565,PROD1147,2024-11-26,Not Specified,1,43.73
RET901335,ORD519579,PROD1040,2024-12-18,Not Specified,1,109.44
RET901336,ORD519614,PROD1012,2024-12-06,Changed Mind,1,214.64
RET901337,ORD519620,PROD1185,2024-11-27,Not as Described,1,94.77
RET901338,ORD519624,PROD1075,2024-12-04,No Longer Needed,1,60.21
RET901339,ORD519631,PROD1160,2024-11-28,No Longer Needed,1,64.71
RET901340,ORD519647,PROD1216,2024-12-15,Better Price Found,1,260.5
RET901341,ORD519669,PROD1237,2024-12-03,Changed Mind,1,189.83
RET901342,ORD519721,PROD1004,2024-11-26,Wrong Item Shipped,1,52.04
RET901343,ORD519743,PROD1228,2024-12-15,Not as Described,1,106.98
RET901344,ORD519763,PROD1147,2024-12-18,Changed Mind,1,44.47
RET901345,ORD519790,PROD1158,2024-12-08,Defective/Damaged,1,48.94
RET901346,ORD519806,PROD1241,2024-12-15,No Longer Needed,1,40.79
RET901347,ORD519825,PROD1010,2024-12-08,Better Price Found,1,24.74
RET901348,ORD519839,PROD1001,2024-12-14,Size/Fit Issue,1,79.48
RET901349,ORD519865,PROD1207,2024-11-27,Defective/Damaged,1,29.22
RET901350,ORD519870,PROD1028,2024-12-07,Not as Described,1,102.05
RET901351,ORD519896,PROD1001,2024-12-18,Better Price Found,1,77.7
RET901352,ORD519932,PROD1102,2024-12-04,Size/Fit Issue,1,204.96
RET901353,ORD519946,PROD1028,2024-12-13,Defective/Damaged,1,126.14
RET901354,ORD519970,PROD1122,2024-12-24,Defective/Damaged,1,26.6
RET901355,ORD519972,PROD1046,2024-11-30,Size/Fit Issue,1,100.8
RET901356,ORD520004,PROD1107,2024-11-30,No Longer Needed,2,264.4
RET901357,ORD520011,PROD1043,2024-12-08,Changed Mind,1,27.72
RET901358,ORD520023,PROD1001,2024-12-02,Not as Described,1,83.75
RET901359,ORD520050,PROD1191,2024-12-03,Changed Mind,1,42.59
RET901360,ORD520057,PROD1152,2024-12-23,Changed Mind,1,62.13
RET901361,ORD520067,PROD1259,2024-12-15,Defective/Damaged,1,66.41
RET901362,ORD520068,PROD1101,2024-12-24,Not as Described,1,188.68
RET901363,ORD520069,PROD1179,2024-12-07,Size/Fit Issue,1,157.72
RET901364,ORD520077,PROD1251,2024-12-07,Size/Fit Issue,1,36.17
RET901365,ORD520110,PROD1158,2024-12-11,Changed Mind,1,48.62
RET901366,ORD520122,PROD1001,2024-12-06,Not as Described,1,78.77
RET901367,ORD520126,PROD1120,2024-12-26,Better Price Found,2,39.42
RET901368,ORD520135,PROD1132,2024-12-07,Wrong Item Shipped,1,74.63
RET901369,ORD520135,PROD1118,2024-12-08,Better Price Found,1,121.92
RET901370,ORD520149,PROD1129,2024-12-02,Size/Fit Issue,1,147.96
RET901371,ORD520189,PROD1239,2024-12-20,Wrong Item Shipped,1,25.88
RET901372,ORD520200,PROD1152,2024-12-04,Size/Fit Issue,1,74.19
RET901373,ORD520210,PROD1258,2024-12-15,Size/Fit Issue,1,128.51
RET901374,ORD520219,PROD1185,2024-12-04,No Longer Needed,1,120.57
RET901375,ORD520220,PROD1258,2024-12-17,Size/Fit Issue,1,117.07
RET901376,ORD520222,PROD1126,2024-12-22,Size/Fit Issue,1,206.77
RET901377,ORD520286,PROD1240,2024-12-25,Changed Mind,1,29.3
RET901378,ORD520288,PROD1044,2024-12-06,Better Price Found,1,19.48
RET901379,ORD520288,PROD1242,2024-12-18,No Longer Needed,1,162.39
RET901380,ORD520295,PROD1220,2024-12-22,No Longer Needed,1,46.55
RET901381,ORD520330,PROD1165,2024-12-22,Better Price Found,1,49.45
RET901382,ORD520351,PROD1012,2024-12-29,Changed Mind,1,214.85
RET901383,ORD520360,PROD1043,2024-12-23,Changed Mind,1,27.72
RET901384,ORD520372,PROD1158,2024-12-07,Size/Fit Issue,1,53.08
RET901385,ORD520378,PROD1001,2024-12-22,Not as Described,1,81.26
RET901386,ORD520381,PROD1094,2024-12-27,No Longer Needed,2,33.28
RET901387,ORD520383,PROD1237,2024-12-24,Defective/Damaged,2,303.58
RET901388,ORD520425,PROD1241,2024-12-09,Size/Fit Issue,1,29.61
RET901389,ORD520428,PROD1149,2024-12-06,Not as Described,1,110.87
RET901390,ORD520431,PROD1252,2024-12-31,Better Price Found,2,42.0
RET901391,ORD520439,PROD1249,2024-12-24,Changed Mind,1,79.75
RET901392,ORD520466,PROD1197,2024-12-26,Better Price Found,1,137.19
RET901393,ORD520500,PROD1095,2024-12-11,Defective/Damaged,2,197.88
RET901394,ORD520516,PROD1152,2024-12-11,Size/Fit Issue,1,86.17
RET901395,ORD520532,PROD1113,2024-12-10,Defective/Damaged,1,45.76
RET901396,ORD520547,PROD1169,2024-12-18,Defective/Damaged,1,217.63
RET901397,ORD520583,PROD1241,2024-12-11,No Longer Needed,1,40.79
RET901398,ORD520583,PROD1165,2024-12-29,Defective/Damaged,1,66.91
RET901399,ORD520589,PROD1031,2025-01-05,Better Price Found,1,61.68
RET901400,ORD520590,PROD1218,2024-12-24,Size/Fit Issue,1,86.48
RET901401,ORD520628,PROD1123,2024-12-21,No Longer Needed,1,77.79
RET901402,ORD520636,PROD1232,2024-12-20,No Longer Needed,1,26.16
RET901403,ORD520659,PROD1001,2024-12-13,Changed Mind,1,85.71
RET901404,ORD520669,PROD1072,2024-12-21,Not Specified,1,37.9
RET901405,ORD520701,PROD1232,2025-01-08,Changed Mind,1,28.04
RET901406,ORD520710,PROD1177,2024-12-22,Changed Mind,2,649.0
RET901407,ORD520739,PROD1080,2025-01-03,Wrong Item Shipped,1,81.76
RET901408,ORD520765,PROD1001,2024-12-16,Wrong Item Shipped,1,87.49
RET901409,ORD520765,PROD1165,2024-12-15,Defective/Damaged,1,65.71
RET901410,ORD520773,PROD1224,2024-12-28,Changed Mind,1,239.35
RET901411,ORD520774,PROD1008,2024-12-18,Size/Fit Issue,1,133.4
RET901412,ORD520781,PROD1043,2024-12-18,Changed Mind,1,27.08
RET901413,ORD520789,PROD1234,2024-12-20,Size/Fit Issue,1,207.05
RET901414,ORD520811,PROD1042,2024-12-23,Wrong Item Shipped,1,21.16
RET901415,ORD520846,PROD1156,2024-12-21,No Longer Needed,1,147.64
RET901416,ORD520847,PROD1001,2024-12-15,Not as Described,1,89.0
RET901417,ORD520861,PROD1255,2025-01-08,No Longer Needed,2,260.38
RET901418,ORD520866,PROD1114,2025-01-11,Size/Fit Issue,1,287.03
RET901419,ORD520877,PROD1012,2024-12-27,Defective/Damaged,1,203.03
RET901420,ORD520879,PROD1245,2024-12-28,Not as Described,1,34.32
RET901421,ORD520882,PROD1012,2024-12-26,No Longer Needed,1,214.85
RET901422,ORD520912,PROD1241,2024-12-18,Wrong Item Shipped,1,40.79
RET901423,ORD520916,PROD1012,2024-12-26,Size/Fit Issue,1,214.85
RET901424,ORD520917,PROD1058,2025-01-10,No Longer Needed,1,55.69
RET901425,ORD520929,PROD1111,2024-12-28,No Longer Needed,1,201.19
RET901426,ORD520933,PROD1137,2024-12-23,Not as Described,1,93.11
RET901427,ORD520989,PROD1116,2025-01-04,No Longer Needed,1,80.78
RET901428,ORD520998,PROD1020,2025-01-04,Not Specified,1,70.97
RET901429,ORD521005,PROD1080,2025-01-09,Changed Mind,1,84.99
RET901430,ORD521014,PROD1138,2024-12-23,Size/Fit Issue,1,76.8
RET901431,ORD521018,PROD1249,2025-01-04,Size/Fit Issue,1,79.75
RET901432,ORD521036,PROD1160,2025-01-07,Defective/Damaged,1,62.96
RET901433,ORD521062,PROD1109,2025-01-11,Defective/Damaged,1,254.91
RET901434,ORD521065,PROD1152,2024-12-24,Size/Fit Issue,1,62.65
RET901435,ORD521066,PROD1095,2025-01-15,Not as Described,1,110.92
RET901436,ORD521102,PROD1191,2024-12-31,Not as Described,1,38.25
RET901437,ORD521104,PROD1174,2024-12-23,Better Price Found,1,28.39
RET901438,ORD521110,PROD1195,2024-12-28,Defective/Damaged,1,32.04
RET901439,ORD521112,PROD1008,2024-12-21,Better Price Found,2,301.8
RET901440,ORD521113,PROD1234,2025-01-10,Not Specified,1,233.06
RET901441,ORD521153,PROD1145,2025-01-12,Size/Fit Issue,1,41.94
RET901442,ORD521172,PROD1134,2025-01-15,Not as Described,1,45.21
RET901443,ORD521184,PROD1244,2025-01-17,Defective/Damaged,1,14.84
RET901444,ORD521186,PROD1107,2024-12-27,Not as Described,1,132.2
RET901445,ORD521209,PROD1246,2025-01-09,Not as Described,1,166.72
RET901446,ORD521238,PROD1165,2025-01-20,Better Price Found,1,66.91
RET901447,ORD521249,PROD1051,2024-12-27,Changed Mind,1,111.06
RET901448,ORD521289,PROD1189,2025-01-02,Size/Fit Issue,1,114.78
RET901449,ORD521311,PROD1001,2024-12-29,Not as Described,1,89.0
RET901450,ORD521315,PROD1087,2025-01-04,Better Price Found,1,150.99
RET901451,ORD521326,PROD1127,2025-01-15,Better Price Found,1,60.63
RET901452,ORD521406,PROD1068,2025-01-09,Size/Fit Issue,1,67.69
RET901453,ORD521511,PROD1094,2025-01-14,Defective/Damaged,1,19.08
RET901454,ORD521528,PROD1165,2025-01-18,Not as Described,1,66.91
RET901455,ORD521577,PROD1043,2025-02-08,Changed Mind,1,27.72
RET901456,ORD521579,PROD1200,2025-02-04,Not as Described,3,318.12
RET901457,ORD521609,PROD1211,2025-01-16,Not as Described,1,58.9
RET901458,ORD521637,PROD1107,2025-02-02,No Longer Needed,1,132.2
